"","row_id","establishment_id","inspection_id","establishment_name","establishmenttype","establishment_address","establishment_status","minimum_inspections_peryear","infraction_details","inspection_date","severity","action","court_outcome","amount_fined"
"773",773,9001062,103690014,"BALMY BEACH COMMUNITY DAY CARE CENTRE","Child Care - Food Preparation","14 PINE AVE ","Pass",3,"","2016-03-15","","","",""
"774",774,9001062,103746189,"BALMY BEACH COMMUNITY DAY CARE CENTRE","Child Care - Food Preparation","14 PINE AVE ","Pass",3,"Operator fail to properly maintain rooms","2016-06-08","M - Minor","Notice to Comply"," "," "
"775",775,9001062,103838311,"BALMY BEACH COMMUNITY DAY CARE CENTRE","Child Care - Food Preparation","14 PINE AVE ","Pass",3,"Operator fail to properly maintain rooms","2016-10-26","M - Minor","Notice to Comply"," "," "
"776",776,9001062,103927783,"BALMY BEACH COMMUNITY DAY CARE CENTRE","Child Care - Food Preparation","14 PINE AVE ","Pass",3,"","2017-03-10","","","",""
"777",777,9001077,103474431,"BANGKOK GARDENS","Restaurant","18 ELM ST ","Pass",3,"","2015-04-27","","","",""
"778",778,9001077,103562552,"BANGKOK GARDENS","Restaurant","18 ELM ST ","Pass",3,"USE UTENSILS NOT FREE FROM CRACKS IN CONTACT WITH FOOD O. REG  562/90 SEC. 19(1)(B)","2015-08-31","S - Significant","Corrected During Inspection"," "," "
"779",779,9001077,103590420,"BANGKOK GARDENS","Restaurant","18 ELM ST ","Pass",3,"","2015-10-14","","","",""
"780",780,9001077,103712051,"BANGKOK GARDENS","Restaurant","18 ELM ST ","Pass",3,"","2016-04-19","","","",""
"781",781,9001077,103824739,"BANGKOK GARDENS","Restaurant","18 ELM ST ","Pass",3,"FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2016-10-04","S - Significant","Corrected During Inspection"," "," "
"782",782,9001077,103824739,"BANGKOK GARDENS","Restaurant","18 ELM ST ","Pass",3,"OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2016-10-04","S - Significant","Corrected During Inspection"," "," "
"783",783,9001077,103931540,"BANGKOK GARDENS","Restaurant","18 ELM ST ","Pass",3,"OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2017-03-16","S - Significant","Corrected During Inspection"," "," "
"784",784,9001088,103741814,"BANK OF MONTREAL","Other Educational Facility Food Services","3550 PHARMACY AVE ","Pass",2,"","2016-06-02","","","",""
"785",785,9001089,103517124,"BANK OF MONTREAL - CATERING","Food Caterer","100 KING ST W","Pass",2,"Operator fail to properly wash equipment","2015-06-24","M - Minor","Notice to Comply"," "," "
"786",786,9001089,103628142,"BANK OF MONTREAL - CATERING","Food Caterer","100 KING ST W","Pass",2,"Operator fail to properly maintain rooms","2015-12-14","M - Minor","Notice to Comply"," "," "
"787",787,9001089,103702862,"BANK OF MONTREAL - CATERING","Food Caterer","100 KING ST W","Pass",2,"","2016-04-05","","","",""
"788",788,9001094,103618032,"THE CLIPPER CAFE","Cafeteria - Public Access","44 KING ST W","Pass",2,"Operate food premise - furniture not arranged to permit maintenance in sanitary condition O. Reg  562/90 Sec. 56","2015-11-30","M - Minor","Notice to Comply"," "," "
"789",789,9001094,103618032,"THE CLIPPER CAFE","Cafeteria - Public Access","44 KING ST W","Pass",2,"Operator fail to ensure equipment surface washed as necessary O. Reg  562/90 Sec. 59(g)","2015-11-30","M - Minor","Notice to Comply"," "," "
"790",790,9001094,103691053,"THE CLIPPER CAFE","Cafeteria - Public Access","44 KING ST W","Pass",2,"","2016-03-16","","","",""
"791",791,9001094,103792085,"THE CLIPPER CAFE","Cafeteria - Public Access","44 KING ST W","Pass",2,"Operator fail to properly maintain rooms","2016-08-11","M - Minor","Notice to Comply"," "," "
"792",792,9001094,103855026,"THE CLIPPER CAFE","Cafeteria - Public Access","44 KING ST W","Conditional Pass",2,"Operator fail to properly maintain rooms","2016-11-24","M - Minor","Notice to Comply"," "," "
"793",793,9001094,103855026,"THE CLIPPER CAFE","Cafeteria - Public Access","44 KING ST W","Conditional Pass",2,"Operator fail to provide adequate pest control","2016-11-24","S - Significant","Notice to Comply"," "," "
"794",794,9001094,103855479,"THE CLIPPER CAFE","Cafeteria - Public Access","44 KING ST W","Pass",2,"Operator fail to properly maintain rooms","2016-11-28","M - Minor","Notice to Comply"," "," "
"795",795,9001094,103923632,"THE CLIPPER CAFE","Cafeteria - Public Access","44 KING ST W","Pass",2,"","2017-03-03","","","",""
"796",796,9001103,103499935,"BANTING & BEST CHILD CARE CENTRE","Child Care - Catered","380 GOLDHAWK TRL ","Pass",2,"Operator fail to properly wash surfaces in rooms","2015-06-02","M - Minor","Notice to Comply"," "," "
"797",797,9001103,103499935,"BANTING & BEST CHILD CARE CENTRE","Child Care - Catered","380 GOLDHAWK TRL ","Pass",2,"STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2015-06-02","S - Significant","Corrected During Inspection"," "," "
"798",798,9001103,103603999,"BANTING & BEST CHILD CARE CENTRE","Child Care - Catered","380 GOLDHAWK TRL ","Pass",2,"","2015-11-06","","","",""
"799",799,9001103,103668630,"BANTING & BEST CHILD CARE CENTRE","Child Care - Catered","380 GOLDHAWK TRL ","Pass",2,"","2016-02-09","","","",""
"800",800,9001103,103807077,"BANTING & BEST CHILD CARE CENTRE","Child Care - Catered","380 GOLDHAWK TRL ","Pass",2,"","2016-09-06","","","",""
"801",801,9001121,103542539,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"","2015-07-30","","","",""
"802",802,9001121,103635500,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"","2015-12-30","","","",""
"803",803,9001121,103700580,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2016-04-01","S - Significant","Corrected During Inspection"," "," "
"804",804,9001121,103700580,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"Operator fail to properly wash equipment","2016-04-01","M - Minor","Notice to Comply"," "," "
"805",805,9001121,103700580,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-04-01","M - Minor","Notice to Comply"," "," "
"806",806,9001121,103774197,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2016-07-20","S - Significant","Corrected During Inspection"," "," "
"807",807,9001121,103774197,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-07-20","M - Minor","Notice to Comply"," "," "
"808",808,9001121,103824738,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2016-10-04","S - Significant","Corrected During Inspection"," "," "
"809",809,9001121,103824738,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2016-10-04","S - Significant","Corrected During Inspection"," "," "
"810",810,9001121,103824738,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"Operator fail to properly maintain rooms","2016-10-04","M - Minor","Notice to Comply"," "," "
"811",811,9001121,103824738,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-10-04","M - Minor","Notice to Comply"," "," "
"812",812,9001121,103824738,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2016-10-04","S - Significant","Corrected During Inspection"," "," "
"813",813,9001121,103824738,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"USE FOOD PREPARATION EQUIPMENT NOT IN GOOD REPAIR O. REG  562/90 SEC. 18(B)","2016-10-04","S - Significant","Corrected During Inspection"," "," "
"814",814,9001121,103920777,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Conditional Pass",3,"Operator fail to maintain hazardous food(s) at 4C (40F) or colder.","2017-02-28","C - Crucial","Notice to Comply"," "," "
"815",815,9001121,103920777,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Conditional Pass",3,"Operator fail to properly maintain equipment","2017-02-28","S - Significant","Notice to Comply"," "," "
"816",816,9001121,103920777,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Conditional Pass",3,"Operator fail to properly maintain rooms","2017-02-28","M - Minor","Notice to Comply"," "," "
"817",817,9001121,103920777,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Conditional Pass",3,"Operator fail to properly wash equipment","2017-02-28","M - Minor","Notice to Comply"," "," "
"818",818,9001121,103920777,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Conditional Pass",3,"Operator fail to properly wash surfaces in rooms","2017-02-28","M - Minor","Notice to Comply"," "," "
"819",819,9001121,103920777,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Conditional Pass",3,"Operator fail to provide required supplies at sinks","2017-02-28","S - Significant","Notice to Comply"," "," "
"820",820,9001121,103920777,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Conditional Pass",3,"Operator fail to use proper procedure(s) to ensure food safety","2017-02-28","S - Significant","Corrected During Inspection"," "," "
"821",821,9001121,103920834,"BARBERIAN'S STEAK HOUSE","Restaurant","7 ELM ST ","Pass",3,"","2017-03-01","","","",""
"822",822,9001126,103561967,"BARDI'S STEAK HOUSE TAVERN","Restaurant","56 YORK ST ","Pass",3,"OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B)","2015-08-31","S - Significant","Corrected During Inspection"," "," "
"823",823,9001126,103561967,"BARDI'S STEAK HOUSE TAVERN","Restaurant","56 YORK ST ","Pass",3,"Operator fail to properly wash surfaces in rooms","2015-08-31","M - Minor","Notice to Comply"," "," "
"824",824,9001126,103631768,"BARDI'S STEAK HOUSE TAVERN","Restaurant","56 YORK ST ","Pass",3,"","2015-12-23","","","",""
"825",825,9001126,103793887,"BARDI'S STEAK HOUSE TAVERN","Restaurant","56 YORK ST ","Pass",3,"STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2016-08-24","S - Significant","Corrected During Inspection"," "," "
"826",826,9001126,103793887,"BARDI'S STEAK HOUSE TAVERN","Restaurant","56 YORK ST ","Pass",3,"USE FOOD PREPARATION EQUIPMENT NOT IN GOOD REPAIR O. REG  562/90 SEC. 18(B)","2016-08-24","S - Significant","Corrected During Inspection"," "," "
"827",827,9001126,103828186,"BARDI'S STEAK HOUSE TAVERN","Restaurant","56 YORK ST ","Pass",3,"FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2016-10-11","S - Significant","Corrected During Inspection"," "," "
"828",828,9001126,103828186,"BARDI'S STEAK HOUSE TAVERN","Restaurant","56 YORK ST ","Pass",3,"Operator fail to properly wash equipment","2016-10-11","M - Minor","Notice to Comply"," "," "
"829",829,9001126,103828186,"BARDI'S STEAK HOUSE TAVERN","Restaurant","56 YORK ST ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-10-11","M - Minor","Notice to Comply"," "," "
"830",830,9001126,103910201,"BARDI'S STEAK HOUSE TAVERN","Restaurant","56 YORK ST ","Pass",3,"Operator fail to properly wash equipment","2017-02-15","M - Minor","Notice to Comply"," "," "
"831",831,9001126,103910201,"BARDI'S STEAK HOUSE TAVERN","Restaurant","56 YORK ST ","Pass",3,"Operator fail to properly wash surfaces in rooms","2017-02-15","M - Minor","Notice to Comply"," "," "
"832",832,9001150,103512528,"STARBUCKS","Restaurant","1088 YONGE ST ","Pass",2,"","2015-06-16","","","",""
"833",833,9001150,103920617,"STARBUCKS","Restaurant","1088 YONGE ST ","Pass",2,"Operate food premise - fail to keep facility sanitary O. Reg  562/90 Sec. 68(2)(b)","2017-02-28","M - Minor","Ticket","Conviction - Fined","65.00"
"834",834,9001150,103920617,"STARBUCKS","Restaurant","1088 YONGE ST ","Pass",2,"STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2017-02-28","S - Significant","Corrected During Inspection"," "," "
"835",835,9001163,103567985,"BARRIO FIESTA","Food Take Out","19 LAPSLEY RD ","Pass",2,"Operator fail to properly maintain rooms","2015-08-21","M - Minor","Notice to Comply"," "," "
"836",836,9001163,103567985,"BARRIO FIESTA","Food Take Out","19 LAPSLEY RD ","Pass",2,"Operator fail to provide proper equipment","2015-08-21","M - Minor","Notice to Comply"," "," "
"837",837,9001163,103661780,"BARRIO FIESTA","Food Take Out","19 LAPSLEY RD ","Pass",2,"","2016-03-07","","","",""
"838",838,9001163,103827475,"BARRIO FIESTA","Food Take Out","19 LAPSLEY RD ","Pass",2,"FAIL TO SANITIZE UTENSILS IN THIRD SINK O. REG  562/90 SEC. 74(C)","2016-10-07","S - Significant","Corrected During Inspection"," "," "
"839",839,9001165,103553682,"VERMONT SQUARE","Nursing Home / Home for the Aged","914 BATHURST ST ","Pass",3,"","2015-08-19","","","",""
"840",840,9001165,103614051,"VERMONT SQUARE","Nursing Home / Home for the Aged","914 BATHURST ST ","Pass",3,"","2015-11-23","","","",""
"841",841,9001165,103677786,"VERMONT SQUARE","Nursing Home / Home for the Aged","914 BATHURST ST ","Pass",3,"","2016-02-24","","","",""
"842",842,9001165,103789624,"VERMONT SQUARE","Nursing Home / Home for the Aged","914 BATHURST ST ","Pass",3,"","2016-08-05","","","",""
"843",843,9001165,103842987,"VERMONT SQUARE","Nursing Home / Home for the Aged","914 BATHURST ST ","Conditional Pass",3,"OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B)","2016-11-02","S - Significant","Corrected During Inspection"," "," "
"844",844,9001165,103842987,"VERMONT SQUARE","Nursing Home / Home for the Aged","914 BATHURST ST ","Conditional Pass",3,"Operator fail to provide adequate pest control","2016-11-02","S - Significant","Notice to Comply"," "," "
"845",845,9001165,103843048,"VERMONT SQUARE","Nursing Home / Home for the Aged","914 BATHURST ST ","Pass",3,"","2016-11-07","","","",""
"846",846,9001165,103928509,"VERMONT SQUARE","Nursing Home / Home for the Aged","914 BATHURST ST ","Pass",3,"FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2017-03-09","S - Significant","Corrected During Inspection"," "," "
"847",847,9001179,103506198,"BASKIN-ROBBINS","Ice Cream / Yogurt Vendors","1917 AVENUE RD ","Pass",1,"","2015-06-03","","","",""
"848",848,9001179,103836956,"BASKIN-ROBBINS","Ice Cream / Yogurt Vendors","1917 AVENUE RD ","Pass",1,"","2016-10-24","","","",""
"849",849,9001179,103935964,"BASKIN-ROBBINS","Ice Cream / Yogurt Vendors","1917 AVENUE RD ","Pass",1,"Operator fail to properly wash surfaces in rooms","2017-03-23","M - Minor","Notice to Comply"," "," "
"850",850,9001180,103509428,"BASKIN-ROBBINS","Ice Cream / Yogurt Vendors","2534 BAYVIEW AVE ","Pass",1,"","2015-06-10","","","",""
"851",851,9001180,103795260,"BASKIN-ROBBINS","Ice Cream / Yogurt Vendors","2534 BAYVIEW AVE ","Pass",1,"Operator fail to properly maintain rooms","2016-08-16","M - Minor","Notice to Comply"," "," "
"852",852,9001180,103920599,"BASKIN-ROBBINS","Ice Cream / Yogurt Vendors","2534 BAYVIEW AVE ","Pass",1,"Operator fail to properly wash surfaces in rooms","2017-02-28","M - Minor","Notice to Comply"," "," "
"853",853,9001193,103733198,"BASKIN-ROBBINS","Ice Cream / Yogurt Vendors","500 REXDALE BLVD ","Pass",1,"","2016-05-19","","","",""
"854",854,9001195,103511320,"BASKIN-ROBBINS","Food Take Out","1001 SANDHURST CRCL ","Pass",2,"FAIL TO STORE FOOD ON PALLETS O. REG  562/90 SEC. 23","2015-06-16","S - Significant","Corrected During Inspection"," "," "
"855",855,9001195,103511320,"BASKIN-ROBBINS","Food Take Out","1001 SANDHURST CRCL ","Pass",2,"Operator fail to properly wash surfaces in rooms","2015-06-16","M - Minor","Notice to Comply"," "," "
"856",856,9001195,103759327,"BASKIN-ROBBINS","Food Take Out","1001 SANDHURST CRCL ","Pass",2,"Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a)","2016-06-27","NA - Not Applicable","Notice to Comply"," "," "
"857",857,9001195,103759327,"BASKIN-ROBBINS","Food Take Out","1001 SANDHURST CRCL ","Pass",2,"Food handler fail to wear headgear","2016-06-27","M - Minor","Notice to Comply"," "," "
"858",858,9001209,103516227,"BASKIN-ROBBINS","Food Take Out","536 CHURCH ST ","Pass",1,"","2015-06-18","","","",""
"859",859,9001209,103829919,"BASKIN-ROBBINS","Food Take Out","536 CHURCH ST ","Pass",1,"","2016-10-13","","","",""
"860",860,9001230,103614928,"BATHURST & BLOOR I.D.A.","Food Store (Convenience / Variety)","800 BATHURST ST ","Pass",1,"","2015-11-24","","","",""
"861",861,9001230,103891308,"BATHURST & BLOOR I.D.A.","Food Store (Convenience / Variety)","800 BATHURST ST ","Pass",1,"","2017-01-13","","","",""
"862",862,9001241,103477101,"BAYCREST - KITCHEN","Nursing Home / Home for the Aged","3560 BATHURST ST ","Conditional Pass",3,"Operate food premise - mechanical equipment not maintained to maintain rinse water at 82C O. Reg  562/90 Sec. 77(a)(ii)(A)","2015-08-21","S - Significant","Notice to Comply"," "," "
"863",863,9001241,103477101,"BAYCREST - KITCHEN","Nursing Home / Home for the Aged","3560 BATHURST ST ","Conditional Pass",3,"Operator fail to use proper utensils to ensure food safety","2015-08-21","S - Significant","Corrected During Inspection"," "," "
"864",864,9001241,103477101,"BAYCREST - KITCHEN","Nursing Home / Home for the Aged","3560 BATHURST ST ","Conditional Pass",3,"USE DIRTY CLOTH FOR CLEANING TABLES O. REG  562/90 SEC. 62(B)","2015-08-21","S - Significant","Notice to Comply"," "," "
"865",865,9001241,103555368,"BAYCREST - KITCHEN","Nursing Home / Home for the Aged","3560 BATHURST ST ","Pass",3,"","2015-08-25","","","",""
"866",866,9001241,103629723,"BAYCREST - KITCHEN","Nursing Home / Home for the Aged","3560 BATHURST ST ","Pass",3,"Operator fail to properly maintain rooms","2015-12-16","M - Minor","Notice to Comply"," "," "
"867",867,9001241,103629723,"BAYCREST - KITCHEN","Nursing Home / Home for the Aged","3560 BATHURST ST ","Pass",3,"Operator fail to properly wash equipment","2015-12-16","M - Minor","Notice to Comply"," "," "
"868",868,9001241,103706888,"BAYCREST - KITCHEN","Nursing Home / Home for the Aged","3560 BATHURST ST ","Pass",3,"FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2016-04-12","S - Significant","Corrected During Inspection"," "," "
"869",869,9001241,103706888,"BAYCREST - KITCHEN","Nursing Home / Home for the Aged","3560 BATHURST ST ","Pass",3,"Operator fail to properly wash equipment","2016-04-12","M - Minor","Notice to Comply"," "," "
"870",870,9001241,103794123,"BAYCREST - KITCHEN","Nursing Home / Home for the Aged","3560 BATHURST ST ","Pass",3,"FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2016-08-15","S - Significant","Corrected During Inspection"," "," "
"871",871,9001241,103866572,"BAYCREST - KITCHEN","Nursing Home / Home for the Aged","3560 BATHURST ST ","Pass",3,"","2016-12-13","","","",""
"872",872,9001241,103931267,"BAYCREST - KITCHEN","Nursing Home / Home for the Aged","3560 BATHURST ST ","Pass",3,"Operator fail to properly maintain rooms","2017-03-16","M - Minor","Notice to Comply"," "," "
"873",873,9001241,103931267,"BAYCREST - KITCHEN","Nursing Home / Home for the Aged","3560 BATHURST ST ","Pass",3,"Operator fail to properly wash surfaces in rooms","2017-03-16","M - Minor","Notice to Comply"," "," "
"874",874,9001242,103520198,"BAYCREST CHILD CARE CENTRE","Child Care - Catered","145 BAYCREST AVE ","Pass",2,"Operator fail to properly maintain equipment(NON-FOOD)","2015-06-26","M - Minor","Notice to Comply"," "," "
"875",875,9001242,103628416,"BAYCREST CHILD CARE CENTRE","Child Care - Catered","145 BAYCREST AVE ","Pass",2,"","2015-12-15","","","",""
"876",876,9001242,103748276,"BAYCREST CHILD CARE CENTRE","Child Care - Catered","145 BAYCREST AVE ","Pass",2,"Fail to hold a valid food handler's certificate - Muncipal Code Chapter 545 Sec. 5G(17)(b)","2016-06-10","NA - Not Applicable","Notice to Comply"," "," "
"877",877,9001242,103855830,"BAYCREST CHILD CARE CENTRE","Child Care - Catered","145 BAYCREST AVE ","Pass",2,"","2016-11-25","","","",""
"878",878,9001242,103948510,"BAYCREST CHILD CARE CENTRE","Child Care - Catered","145 BAYCREST AVE ","Pass",2,"","2017-04-12","","","",""
"879",879,9001245,103553419,"BAYCREST TERRACE","Retirement Homes(Licensed)","55 AMEER AVE ","Pass",3,"","2015-08-18","","","",""
"880",880,9001245,103628408,"BAYCREST TERRACE","Retirement Homes(Licensed)","55 AMEER AVE ","Pass",3,"USE FOOD PREPARATION EQUIPMENT NOT OF READILY CLEANABLE MATERIAL O. REG  562/90 SEC. 18(C)","2015-12-17","S - Significant","Corrected During Inspection"," "," "
"881",881,9001245,103707962,"BAYCREST TERRACE","Retirement Homes(Licensed)","55 AMEER AVE ","Pass",3,"FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2016-04-13","S - Significant","Corrected During Inspection"," "," "
"882",882,9001245,103790244,"BAYCREST TERRACE","Retirement Homes(Licensed)","55 AMEER AVE ","Pass",3,"STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2016-08-08","S - Significant","Corrected During Inspection"," "," "
"883",883,9001245,103867825,"BAYCREST TERRACE","Retirement Homes(Licensed)","55 AMEER AVE ","Pass",3,"","2016-12-15","","","",""
"884",884,9001252,103475545,"BAYVIEW GARDENS DAY CARE CENTRE","Child Care - Food Preparation","3125 BAYVIEW AVE ","Pass",2,"","2015-04-28","","","",""
"885",885,9001252,103543841,"BAYVIEW GARDENS DAY CARE CENTRE","Child Care - Food Preparation","3125 BAYVIEW AVE ","Pass",2,"","2015-08-04","","","",""
"886",886,9001252,103601653,"BAYVIEW GARDENS DAY CARE CENTRE","Child Care - Food Preparation","3125 BAYVIEW AVE ","Pass",2,"","2015-10-30","","","",""
"887",887,9001252,103792139,"BAYVIEW GARDENS DAY CARE CENTRE","Child Care - Food Preparation","3125 BAYVIEW AVE ","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-08-11","M - Minor","Notice to Comply"," "," "
"888",888,9001252,103865653,"BAYVIEW GARDENS DAY CARE CENTRE","Child Care - Food Preparation","3125 BAYVIEW AVE ","Pass",2,"Operator fail to properly maintain rooms","2016-12-13","M - Minor","Notice to Comply"," "," "
"889",889,9001252,103945758,"BAYVIEW GARDENS DAY CARE CENTRE","Child Care - Food Preparation","3125 BAYVIEW AVE ","Pass",2,"","2017-04-07","","","",""
"890",890,9001261,103855323,"BALMORAL CHEMISTS","Food Store (Convenience / Variety)","1366 YONGE ST ","Pass",1,"","2016-11-24","","","",""
"891",891,9001262,103552646,"BEACH ARMS RESIDENCE","Retirement Homes(Licensed)","505 KINGSTON RD ","Pass",3,"","2015-08-17","","","",""
"892",892,9001262,103615894,"BEACH ARMS RESIDENCE","Retirement Homes(Licensed)","505 KINGSTON RD ","Pass",3,"","2015-11-25","","","",""
"893",893,9001262,103680245,"BEACH ARMS RESIDENCE","Retirement Homes(Licensed)","505 KINGSTON RD ","Pass",3,"Operator fail to properly maintain rooms","2016-02-29","M - Minor","Notice to Comply"," "," "
"894",894,9001262,103680245,"BEACH ARMS RESIDENCE","Retirement Homes(Licensed)","505 KINGSTON RD ","Pass",3,"Operator fail to properly wash equipment","2016-02-29","M - Minor","Notice to Comply"," "," "
"895",895,9001262,103680245,"BEACH ARMS RESIDENCE","Retirement Homes(Licensed)","505 KINGSTON RD ","Pass",3,"Operator fail to provide proper equipment","2016-02-29","M - Minor","Notice to Comply"," "," "
"896",896,9001262,103743832,"BEACH ARMS RESIDENCE","Retirement Homes(Licensed)","505 KINGSTON RD ","Pass",3,"Operator fail to properly maintain equipment(NON-FOOD)","2016-06-06","M - Minor","Notice to Comply"," "," "
"897",897,9001262,103839902,"BEACH ARMS RESIDENCE","Retirement Homes(Licensed)","505 KINGSTON RD ","Pass",3,"Operator fail to properly maintain rooms","2016-10-28","M - Minor","Notice to Comply"," "," "
"898",898,9001262,103839902,"BEACH ARMS RESIDENCE","Retirement Homes(Licensed)","505 KINGSTON RD ","Pass",3,"Operator fail to properly wash equipment","2016-10-28","M - Minor","Notice to Comply"," "," "
"899",899,9001262,103839902,"BEACH ARMS RESIDENCE","Retirement Homes(Licensed)","505 KINGSTON RD ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-10-28","M - Minor","Notice to Comply"," "," "
"900",900,9001262,103919613,"BEACH ARMS RESIDENCE","Retirement Homes(Licensed)","505 KINGSTON RD ","Pass",3,"Operator fail to properly maintain equipment(NON-FOOD)","2017-02-27","M - Minor","Notice to Comply"," "," "
"901",901,9001262,103919613,"BEACH ARMS RESIDENCE","Retirement Homes(Licensed)","505 KINGSTON RD ","Pass",3,"Operator fail to properly wash equipment","2017-02-27","M - Minor","Notice to Comply"," "," "
"902",902,9001262,103919613,"BEACH ARMS RESIDENCE","Retirement Homes(Licensed)","505 KINGSTON RD ","Pass",3,"Operator fail to properly wash surfaces in rooms","2017-02-27","M - Minor","Notice to Comply"," "," "
"903",903,9001274,103487038,"BEACHES CO-OPERATIVE PLAYSCHOOL","Child Care - Catered","975 KINGSTON RD ","Pass",2,"Operator fail to properly maintain rooms","2015-05-13","M - Minor","Notice to Comply"," "," "
"904",904,9001274,103588985,"BEACHES CO-OPERATIVE PLAYSCHOOL","Child Care - Catered","975 KINGSTON RD ","Pass",2,"","2015-10-13","","","",""
"905",905,9001274,103724380,"BEACHES CO-OPERATIVE PLAYSCHOOL","Child Care - Catered","975 KINGSTON RD ","Pass",2,"Operator fail to properly maintain equipment(NON-FOOD)","2016-05-09","M - Minor","Notice to Comply"," "," "
"906",906,9001274,103825345,"BEACHES CO-OPERATIVE PLAYSCHOOL","Child Care - Catered","975 KINGSTON RD ","Pass",2,"Operator fail to properly maintain equipment(NON-FOOD)","2016-10-05","M - Minor","Notice to Comply"," "," "
"907",907,9001274,103825345,"BEACHES CO-OPERATIVE PLAYSCHOOL","Child Care - Catered","975 KINGSTON RD ","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-10-05","M - Minor","Notice to Comply"," "," "
"908",908,9001280,103500716,"BEATTY BUDDIES DAYCARE","Child Care - Catered","55 WOODINGTON AVE ","Pass",2,"","2015-06-02","","","",""
"909",909,9001280,103609231,"BEATTY BUDDIES DAYCARE","Child Care - Catered","55 WOODINGTON AVE ","Pass",2,"","2015-11-16","","","",""
